category,target,pool,grain_size,window_size,stride,hop,augmentation,mfcc_l2,fad
percussion,amen_mono_24k.wav,tribal.wav,1,4,2,1,none,68.7244,170.6876
percussion,tabla.wav,amen_mono_24k.wav,1,4,2,1,none,219.2703,428.5267
percussion,tabla.wav,trap.mp3,1,4,2,1,none,157.7665,685.3144
percussion,tabla.wav,tribal.wav,1,4,2,1,none,148.0605,307.5646
percussion,trap.mp3,amen_mono_24k.wav,1,4,2,1,none,152.3242,247.4604
percussion,trap.mp3,tabla.wav,1,4,2,1,none,185.3945,47.5372
percussion,trap.mp3,tribal.wav,1,4,2,1,none,93.5780,198.8115
percussion,tribal.wav,amen_mono_24k.wav,1,4,2,1,none,191.6254,330.3571
percussion,tribal.wav,tabla.wav,1,4,2,1,none,189.2524,50.5462
percussion,tribal.wav,trap.mp3,1,4,2,1,none,92.7766,480.2412
percussion,amen_mono_24k.wav,tabla.wav,1,4,2,1,augmented,216.2471,66.2419
percussion,amen_mono_24k.wav,trap.mp3,1,4,2,1,augmented,62.3379,354.2822
percussion,amen_mono_24k.wav,tribal.wav,1,4,2,1,augmented,77.4676,185.2124
percussion,tabla.wav,amen_mono_24k.wav,1,4,2,1,augmented,257.0844,514.7361
percussion,tabla.wav,trap.mp3,1,4,2,1,augmented,148.6265,638.7470
percussion,tabla.wav,tribal.wav,1,4,2,1,augmented,161.0947,310.1608
percussion,trap.mp3,amen_mono_24k.wav,1,4,2,1,augmented,175.2154,280.6468
percussion,trap.mp3,tabla.wav,1,4,2,1,augmented,191.2582,50.1743
percussion,trap.mp3,tribal.wav,1,4,2,1,augmented,93.8018,195.9086
percussion,tribal.wav,amen_mono_24k.wav,1,4,2,1,augmented,200.9392,329.9780
percussion,tribal.wav,tabla.wav,1,4,2,1,augmented,197.1082,57.4281
percussion,tribal.wav,trap.mp3,1,4,2,1,augmented,77.6071,420.2417
percussion,amen_mono_24k.wav,tabla.wav,1,4,2,2,none,200.5000,57.5953
percussion,amen_mono_24k.wav,trap.mp3,1,4,2,2,none,64.8821,377.4164
percussion,amen_mono_24k.wav,tribal.wav,1,4,2,2,none,67.8454,173.8778
percussion,tabla.wav,amen_mono_24k.wav,1,4,2,2,none,213.8657,421.4338
percussion,tabla.wav,trap.mp3,1,4,2,2,none,156.6279,683.2490
percussion,tabla.wav,tribal.wav,1,4,2,2,none,149.5242,312.0226
percussion,trap.mp3,amen_mono_24k.wav,1,4,2,2,none,152.6416,260.2116
percussion,trap.mp3,tabla.wav,1,4,2,2,none,184.7128,49.6894
percussion,trap.mp3,tribal.wav,1,4,2,2,none,92.8819,197.2105
percussion,tribal.wav,amen_mono_24k.wav,1,4,2,2,none,193.1024,341.2017
percussion,tribal.wav,tabla.wav,1,4,2,2,none,189.5503,52.6980
percussion,tribal.wav,trap.mp3,1,4,2,2,none,95.8984,498.2497
percussion,amen_mono_24k.wav,tabla.wav,1,4,2,2,augmented,208.1100,63.3487
percussion,amen_mono_24k.wav,trap.mp3,1,4,2,2,augmented,65.9112,365.1992
percussion,amen_mono_24k.wav,tribal.wav,1,4,2,2,augmented,79.9716,185.8764
percussion,tabla.wav,amen_mono_24k.wav,1,4,2,2,augmented,262.2241,529.4511
percussion,tabla.wav,trap.mp3,1,4,2,2,augmented,149.1496,639.8284
percussion,tabla.wav,tribal.wav,1,4,2,2,augmented,157.4931,306.3934
percussion,trap.mp3,amen_mono_24k.wav,1,4,2,2,augmented,176.4911,289.5991
percussion,trap.mp3,tabla.wav,1,4,2,2,augmented,189.0712,50.4069
percussion,trap.mp3,tribal.wav,1,4,2,2,augmented,95.5871,195.8476
percussion,tribal.wav,amen_mono_24k.wav,1,4,2,2,augmented,207.2109,346.8444
percussion,tribal.wav,tabla.wav,1,4,2,2,augmented,195.9938,57.6437
percussion,tribal.wav,trap.mp3,1,4,2,2,augmented,78.2360,420.0589
percussion,amen_mono_24k.wav,tabla.wav,1,4,2,3,none,203.1232,58.2245
percussion,amen_mono_24k.wav,trap.mp3,1,4,2,3,none,71.0852,408.7164
percussion,amen_mono_24k.wav,tribal.wav,1,4,2,3,none,61.9934,178.3756
percussion,tabla.wav,amen_mono_24k.wav,1,4,2,3,none,228.7455,463.6388
percussion,tabla.wav,trap.mp3,1,4,2,3,none,157.9734,686.3266
percussion,tabla.wav,tribal.wav,1,4,2,3,none,148.6555,318.3567
percussion,trap.mp3,amen_mono_24k.wav,1,4,2,3,none,161.5938,266.4233
percussion,trap.mp3,tabla.wav,1,4,2,3,none,185.4009,49.7411
percussion,trap.mp3,tribal.wav,1,4,2,3,none,89.1311,197.3874
percussion,tribal.wav,amen_mono_24k.wav,1,4,2,3,none,197.9452,356.3524
percussion,tribal.wav,tabla.wav,1,4,2,3,none,191.2620,53.7434
percussion,tribal.wav,trap.mp3,1,4,2,3,none,91.8875,493.9601
percussion,amen_mono_24k.wav,tabla.wav,1,4,2,3,augmented,209.6409,64.7808
percussion,amen_mono_24k.wav,trap.mp3,1,4,2,3,augmented,65.9962,358.1442
percussion,amen_mono_24k.wav,tribal.wav,1,4,2,3,augmented,78.0971,187.2025
percussion,tabla.wav,amen_mono_24k.wav,1,4,2,3,augmented,249.2749,499.6559
percussion,tabla.wav,trap.mp3,1,4,2,3,augmented,147.0730,635.9509
percussion,tabla.wav,tribal.wav,1,4,2,3,augmented,157.6900,308.8737
percussion,trap.mp3,amen_mono_24k.wav,1,4,2,3,augmented,171.8574,282.5752
percussion,trap.mp3,tabla.wav,1,4,2,3,augmented,192.3230,50.4254
percussion,trap.mp3,tribal.wav,1,4,2,3,augmented,93.4146,196.2427
percussion,tribal.wav,amen_mono_24k.wav,1,4,2,3,augmented,197.0867,337.0142
percussion,tribal.wav,tabla.wav,1,4,2,3,augmented,196.4758,57.4472
percussion,tribal.wav,trap.mp3,1,4,2,3,augmented,79.3937,432.2439
percussion,amen_mono_24k.wav,tabla.wav,1,4,3,1,none,203.2218,72.1528
percussion,amen_mono_24k.wav,trap.mp3,1,4,3,1,none,71.9257,446.3591
percussion,amen_mono_24k.wav,tribal.wav,1,4,3,1,none,95.5851,237.1624
percussion,tabla.wav,amen_mono_24k.wav,1,4,3,1,none,233.2922,472.8095
percussion,tabla.wav,trap.mp3,1,4,3,1,none,124.6874,657.4597
percussion,tabla.wav,tribal.wav,1,4,3,1,none,144.6017,324.7202
percussion,trap.mp3,amen_mono_24k.wav,1,4,3,1,none,190.6336,340.2187
percussion,trap.mp3,tabla.wav,1,4,3,1,none,201.3271,70.0267
percussion,trap.mp3,tribal.wav,1,4,3,1,none,118.2215,254.3004
percussion,tribal.wav,amen_mono_24k.wav,1,4,3,1,none,217.3258,404.7343
percussion,tribal.wav,tabla.wav,1,4,3,1,none,199.5399,69.6753
percussion,tribal.wav,trap.mp3,1,4,3,1,none,95.5803,546.3189
percussion,amen_mono_24k.wav,tabla.wav,1,4,3,1,augmented,210.8159,76.2555
percussion,amen_mono_24k.wav,trap.mp3,1,4,3,1,augmented,68.3415,436.8614
percussion,amen_mono_24k.wav,tribal.wav,1,4,3,1,augmented,102.9792,236.8312
percussion,tabla.wav,amen_mono_24k.wav,1,4,3,1,augmented,254.2793,514.4920
percussion,tabla.wav,trap.mp3,1,4,3,1,augmented,118.1279,619.4312
percussion,tabla.wav,tribal.wav,1,4,3,1,augmented,145.0296,309.1358
percussion,trap.mp3,amen_mono_24k.wav,1,4,3,1,augmented,206.4824,360.8147
percussion,trap.mp3,tabla.wav,1,4,3,1,augmented,204.7814,69.0810
percussion,trap.mp3,tribal.wav,1,4,3,1,augmented,117.1310,247.9008
percussion,tribal.wav,amen_mono_24k.wav,1,4,3,1,augmented,224.0966,401.5069
percussion,tribal.wav,tabla.wav,1,4,3,1,augmented,201.6973,71.7764
percussion,tribal.wav,trap.mp3,1,4,3,1,augmented,85.4262,486.8377
percussion,amen_mono_24k.wav,tabla.wav,1,4,3,2,none,202.1424,74.8832
percussion,amen_mono_24k.wav,trap.mp3,1,4,3,2,none,77.2100,459.5204
percussion,amen_mono_24k.wav,tribal.wav,1,4,3,2,none,95.5292,240.3208
percussion,tabla.wav,amen_mono_24k.wav,1,4,3,2,none,228.1208,464.7254
percussion,tabla.wav,trap.mp3,1,4,3,2,none,125.2069,660.6709
percussion,tabla.wav,tribal.wav,1,4,3,2,none,144.5780,324.6439
percussion,trap.mp3,amen_mono_24k.wav,1,4,3,2,none,190.7371,350.6345
percussion,trap.mp3,tabla.wav,1,4,3,2,none,201.2694,71.0895
percussion,trap.mp3,tribal.wav,1,4,3,2,none,116.9196,255.6335
percussion,tribal.wav,amen_mono_24k.wav,1,4,3,2,none,219.1558,416.9301
percussion,tribal.wav,tabla.wav,1,4,3,2,none,200.1962,71.3092
percussion,tribal.wav,trap.mp3,1,4,3,2,none,96.5906,558.8752
percussion,amen_mono_24k.wav,tabla.wav,1,4,3,2,augmented,207.2940,76.0380
percussion,amen_mono_24k.wav,trap.mp3,1,4,3,2,augmented,70.4277,438.9391
percussion,amen_mono_24k.wav,tribal.wav,1,4,3,2,augmented,105.4371,238.8336
percussion,tabla.wav,amen_mono_24k.wav,1,4,3,2,augmented,253.7329,510.1668
percussion,tabla.wav,trap.mp3,1,4,3,2,augmented,120.2517,624.0829
percussion,tabla.wav,tribal.wav,1,4,3,2,augmented,145.3478,310.0939
percussion,trap.mp3,amen_mono_24k.wav,1,4,3,2,augmented,206.9320,365.8108
percussion,trap.mp3,tabla.wav,1,4,3,2,augmented,202.5494,69.5396
percussion,trap.mp3,tribal.wav,1,4,3,2,augmented,117.5836,248.7192
percussion,tribal.wav,amen_mono_24k.wav,1,4,3,2,augmented,226.5755,410.2020
percussion,tribal.wav,tabla.wav,1,4,3,2,augmented,201.4346,72.5736
percussion,tribal.wav,trap.mp3,1,4,3,2,augmented,86.1508,484.9687
percussion,amen_mono_24k.wav,tabla.wav,1,4,3,3,none,203.9347,75.1162
percussion,amen_mono_24k.wav,trap.mp3,1,4,3,3,none,79.9081,483.2704
percussion,amen_mono_24k.wav,tribal.wav,1,4,3,3,none,89.4790,235.4121
percussion,tabla.wav,amen_mono_24k.wav,1,4,3,3,none,242.5471,504.7123
percussion,tabla.wav,trap.mp3,1,4,3,3,none,123.2031,654.1950
percussion,tabla.wav,tribal.wav,1,4,3,3,none,145.8867,333.6132
percussion,trap.mp3,amen_mono_24k.wav,1,4,3,3,none,194.0577,348.1556
percussion,trap.mp3,tabla.wav,1,4,3,3,none,201.5295,70.9515
percussion,trap.mp3,tribal.wav,1,4,3,3,none,115.8220,254.3689
percussion,tribal.wav,amen_mono_24k.wav,1,4,3,3,none,222.2649,423.2718
percussion,tribal.wav,tabla.wav,1,4,3,3,none,200.9977,71.8787
percussion,tribal.wav,trap.mp3,1,4,3,3,none,96.7579,567.6192
percussion,amen_mono_24k.wav,tabla.wav,1,4,3,3,augmented,209.8737,76.3287
percussion,amen_mono_24k.wav,trap.mp3,1,4,3,3,augmented,73.6115,446.8553
percussion,amen_mono_24k.wav,tribal.wav,1,4,3,3,augmented,100.1009,235.7692
percussion,tabla.wav,amen_mono_24k.wav,1,4,3,3,augmented,245.8505,503.5026
percussion,tabla.wav,trap.mp3,1,4,3,3,augmented,116.5336,614.3923
percussion,tabla.wav,tribal.wav,1,4,3,3,augmented,144.8977,315.1121
percussion,trap.mp3,amen_mono_24k.wav,1,4,3,3,augmented,202.4408,357.2793
percussion,trap.mp3,tabla.wav,1,4,3,3,augmented,204.8002,70.0151
percussion,trap.mp3,tribal.wav,1,4,3,3,augmented,117.4250,251.7887
percussion,tribal.wav,amen_mono_24k.wav,1,4,3,3,augmented,220.7793,406.1899
percussion,tribal.wav,tabla.wav,1,4,3,3,augmented,201.7072,73.0041
percussion,tribal.wav,trap.mp3,1,4,3,3,augmented,86.9873,495.9986
percussion,amen_mono_24k.wav,tabla.wav,1,5,1,1,none,115.8187,24.4083
percussion,amen_mono_24k.wav,trap.mp3,1,5,1,1,none,158.1653,299.6998
percussion,amen_mono_24k.wav,tribal.wav,1,5,1,1,none,71.6334,35.9947
percussion,tabla.wav,amen_mono_24k.wav,1,5,1,1,none,151.6184,284.3584
percussion,tabla.wav,trap.mp3,1,5,1,1,none,329.8450,799.3675
percussion,tabla.wav,tribal.wav,1,5,1,1,none,210.1437,185.9683
percussion,trap.mp3,amen_mono_24k.wav,1,5,1,1,none,48.5333,36.7677
percussion,trap.mp3,tabla.wav,1,5,1,1,none,67.8360,11.0462
percussion,trap.mp3,tribal.wav,1,5,1,1,none,50.7227,29.2739
percussion,tribal.wav,amen_mono_24k.wav,1,5,1,1,none,103.3740,140.4030
percussion,tribal.wav,tabla.wav,1,5,1,1,none,87.8723,25.7773
percussion,tribal.wav,trap.mp3,1,5,1,1,none,109.0753,342.8701
percussion,amen_mono_24k.wav,tabla.wav,1,5,1,1,augmented,141.3788,48.2597
percussion,amen_mono_24k.wav,trap.mp3,1,5,1,1,augmented,146.7508,283.4189
percussion,amen_mono_24k.wav,tribal.wav,1,5,1,1,augmented,89.6995,60.2466
percussion,tabla.wav,amen_mono_24k.wav,1,5,1,1,augmented,195.4686,352.3120
percussion,tabla.wav,trap.mp3,1,5,1,1,augmented,292.2745,683.4016
percussion,tabla.wav,tribal.wav,1,5,1,1,augmented,216.7180,216.5401
percussion,trap.mp3,amen_mono_24k.wav,1,5,1,1,augmented,80.0585,69.0448
percussion,trap.mp3,tabla.wav,1,5,1,1,augmented,104.8356,28.2803
percussion,trap.mp3,tribal.wav,1,5,1,1,augmented,52.2742,43.1030
percussion,tribal.wav,amen_mono_24k.wav,1,5,1,1,augmented,116.3605,116.7632
percussion,tribal.wav,tabla.wav,1,5,1,1,augmented,116.8028,48.1170
percussion,tribal.wav,trap.mp3,1,5,1,1,augmented,105.5493,265.1939
percussion,amen_mono_24k.wav,tabla.wav,1,5,1,2,none,123.3900,30.8906
percussion,amen_mono_24k.wav,trap.mp3,1,5,1,2,none,145.1131,288.6904
percussion,amen_mono_24k.wav,tribal.wav,1,5,1,2,none,67.4158,41.0280
percussion,tabla.wav,amen_mono_24k.wav,1,5,1,2,none,139.8765,290.1606
percussion,tabla.wav,trap.mp3,1,5,1,2,none,331.4040,793.4695
percussion,tabla.wav,tribal.wav,1,5,1,2,none,219.3517,196.1745
percussion,trap.mp3,amen_mono_24k.wav,1,5,1,2,none,46.0045,46.8259
percussion,trap.mp3,tabla.wav,1,5,1,2,none,66.5225,11.5936
percussion,trap.mp3,tribal.wav,1,5,1,2,none,53.6507,29.8015
percussion,tribal.wav,amen_mono_24k.wav,1,5,1,2,none,100.7669,159.9746
percussion,tribal.wav,tabla.wav,1,5,1,2,none,89.1867,25.8600
percussion,tribal.wav,trap.mp3,1,5,1,2,none,122.2038,349.0008
percussion,amen_mono_24k.wav,tabla.wav,1,5,1,2,augmented,133.7211,44.8018
percussion,amen_mono_24k.wav,trap.mp3,1,5,1,2,augmented,144.3260,284.5083
percussion,amen_mono_24k.wav,tribal.wav,1,5,1,2,augmented,80.8605,53.6177
percussion,tabla.wav,amen_mono_24k.wav,1,5,1,2,augmented,201.2375,359.7286
percussion,tabla.wav,trap.mp3,1,5,1,2,augmented,291.1921,681.9602
percussion,tabla.wav,tribal.wav,1,5,1,2,augmented,203.3113,197.4307
percussion,trap.mp3,amen_mono_24k.wav,1,5,1,2,augmented,80.4057,69.9439
percussion,trap.mp3,tabla.wav,1,5,1,2,augmented,96.5826,26.2149
percussion,trap.mp3,tribal.wav,1,5,1,2,augmented,43.5630,39.3165
percussion,tribal.wav,amen_mono_24k.wav,1,5,1,2,augmented,116.9666,124.5614
percussion,tribal.wav,tabla.wav,1,5,1,2,augmented,117.6373,49.0540
percussion,tribal.wav,trap.mp3,1,5,1,2,augmented,106.8944,262.7114
percussion,amen_mono_24k.wav,tabla.wav,1,5,1,3,none,126.7135,38.9545
percussion,amen_mono_24k.wav,trap.mp3,1,5,1,3,none,145.6768,316.5709
percussion,amen_mono_24k.wav,tribal.wav,1,5,1,3,none,80.8067,55.6946
percussion,tabla.wav,amen_mono_24k.wav,1,5,1,3,none,198.1420,344.5774
percussion,tabla.wav,trap.mp3,1,5,1,3,none,340.2320,806.8044
percussion,tabla.wav,tribal.wav,1,5,1,3,none,222.1948,194.4428
percussion,trap.mp3,amen_mono_24k.wav,1,5,1,3,none,57.9180,58.0768
percussion,trap.mp3,tabla.wav,1,5,1,3,none,72.6595,16.9460
percussion,trap.mp3,tribal.wav,1,5,1,3,none,42.7361,33.8285
percussion,tribal.wav,amen_mono_24k.wav,1,5,1,3,none,112.6165,175.8185
percussion,tribal.wav,tabla.wav,1,5,1,3,none,96.9203,32.8124
percussion,tribal.wav,trap.mp3,1,5,1,3,none,100.9638,336.6418
percussion,amen_mono_24k.wav,tabla.wav,1,5,1,3,augmented,138.5919,48.0639
percussion,amen_mono_24k.wav,trap.mp3,1,5,1,3,augmented,154.8254,299.6300
percussion,amen_mono_24k.wav,tribal.wav,1,5,1,3,augmented,88.4211,63.1299
percussion,tabla.wav,amen_mono_24k.wav,1,5,1,3,augmented,186.3039,361.9713
percussion,tabla.wav,trap.mp3,1,5,1,3,augmented,313.0472,693.6602
percussion,tabla.wav,tribal.wav,1,5,1,3,augmented,238.5935,209.9635
percussion,trap.mp3,amen_mono_24k.wav,1,5,1,3,augmented,80.4955,72.9050
percussion,trap.mp3,tabla.wav,1,5,1,3,augmented,100.4486,26.9216
percussion,trap.mp3,tribal.wav,1,5,1,3,augmented,51.1061,37.4866
percussion,tribal.wav,amen_mono_24k.wav,1,5,1,3,augmented,112.9061,132.0048
percussion,tribal.wav,tabla.wav,1,5,1,3,augmented,112.6064,45.1407
percussion,tribal.wav,trap.mp3,1,5,1,3,augmented,102.8825,273.0581
percussion,amen_mono_24k.wav,tabla.wav,1,5,2,1,none,193.5821,50.7105
percussion,amen_mono_24k.wav,trap.mp3,1,5,2,1,none,65.5538,361.7141
percussion,amen_mono_24k.wav,tribal.wav,1,5,2,1,none,68.8318,175.2886
percussion,tabla.wav,amen_mono_24k.wav,1,5,2,1,none,215.2526,437.2591
percussion,tabla.wav,trap.mp3,1,5,2,1,none,159.1411,695.0799
percussion,tabla.wav,tribal.wav,1,5,2,1,none,148.3981,304.3800
percussion,trap.mp3,amen_mono_24k.wav,1,5,2,1,none,152.6470,249.2331
percussion,trap.mp3,tabla.wav,1,5,2,1,none,182.3264,46.3619
percussion,trap.mp3,tribal.wav,1,5,2,1,none,92.4774,193.7738
percussion,tribal.wav,amen_mono_24k.wav,1,5,2,1,none,192.8611,344.1770
percussion,tribal.wav,tabla.wav,1,5,2,1,none,185.4024,50.4842
percussion,tribal.wav,trap.mp3,1,5,2,1,none,91.0716,489.0060
percussion,amen_mono_24k.wav,tabla.wav,1,5,2,1,augmented,199.9523,54.8060
percussion,amen_mono_24k.wav,trap.mp3,1,5,2,1,augmented,67.0150,361.8882
percussion,amen_mono_24k.wav,tribal.wav,1,5,2,1,augmented,78.2111,187.4523
percussion,tabla.wav,amen_mono_24k.wav,1,5,2,1,augmented,236.5907,485.7956
percussion,tabla.wav,trap.mp3,1,5,2,1,augmented,149.1833,639.1605
percussion,tabla.wav,tribal.wav,1,5,2,1,augmented,162.8973,314.0574
percussion,trap.mp3,amen_mono_24k.wav,1,5,2,1,augmented,170.6154,278.1222
percussion,trap.mp3,tabla.wav,1,5,2,1,augmented,189.1340,48.1822
percussion,trap.mp3,tribal.wav,1,5,2,1,augmented,94.2531,195.0236
percussion,tribal.wav,amen_mono_24k.wav,1,5,2,1,augmented,194.6619,326.9876
percussion,tribal.wav,tabla.wav,1,5,2,1,augmented,193.3122,55.0003
percussion,tribal.wav,trap.mp3,1,5,2,1,augmented,80.0002,437.0731
percussion,amen_mono_24k.wav,tabla.wav,1,5,2,2,none,193.2525,53.9011
percussion,amen_mono_24k.wav,trap.mp3,1,5,2,2,none,66.5683,360.9508
percussion,amen_mono_24k.wav,tribal.wav,1,5,2,2,none,68.3562,178.5624
percussion,tabla.wav,amen_mono_24k.wav,1,5,2,2,none,211.4967,433.4880
percussion,tabla.wav,trap.mp3,1,5,2,2,none,157.5534,688.9206
percussion,tabla.wav,tribal.wav,1,5,2,2,none,153.7897,309.7330
percussion,trap.mp3,amen_mono_24k.wav,1,5,2,2,none,151.3447,255.4491
percussion,trap.mp3,tabla.wav,1,5,2,2,none,183.2377,49.1702
percussion,trap.mp3,tribal.wav,1,5,2,2,none,93.0559,195.9748
percussion,tribal.wav,amen_mono_24k.wav,1,5,2,2,none,193.3211,352.5228
percussion,tribal.wav,tabla.wav,1,5,2,2,none,185.0042,52.8575
percussion,tribal.wav,trap.mp3,1,5,2,2,none,91.2632,485.9316
percussion,amen_mono_24k.wav,tabla.wav,1,5,2,2,augmented,195.6861,56.4623
percussion,amen_mono_24k.wav,trap.mp3,1,5,2,2,augmented,69.5748,367.9553
percussion,amen_mono_24k.wav,tribal.wav,1,5,2,2,augmented,79.9771,183.3670
percussion,tabla.wav,amen_mono_24k.wav,1,5,2,2,augmented,239.0138,488.1301
percussion,tabla.wav,trap.mp3,1,5,2,2,augmented,148.8935,638.9004
percussion,tabla.wav,tribal.wav,1,5,2,2,augmented,158.5789,309.0526
percussion,trap.mp3,amen_mono_24k.wav,1,5,2,2,augmented,169.2810,277.2280
percussion,trap.mp3,tabla.wav,1,5,2,2,augmented,187.9201,48.7799
percussion,trap.mp3,tribal.wav,1,5,2,2,augmented,92.9040,193.7200
percussion,tribal.wav,amen_mono_24k.wav,1,5,2,2,augmented,195.9538,333.8831
percussion,tribal.wav,tabla.wav,1,5,2,2,augmented,192.3267,55.8335
percussion,tribal.wav,trap.mp3,1,5,2,2,augmented,81.6102,438.7113
percussion,amen_mono_24k.wav,tabla.wav,1,5,2,3,none,197.2187,57.2668
percussion,amen_mono_24k.wav,trap.mp3,1,5,2,3,none,72.4023,387.4907
percussion,amen_mono_24k.wav,tribal.wav,1,5,2,3,none,63.1424,180.9038
percussion,tabla.wav,amen_mono_24k.wav,1,5,2,3,none,223.3784,467.9634
percussion,tabla.wav,trap.mp3,1,5,2,3,none,158.8396,696.2925
percussion,tabla.wav,tribal.wav,1,5,2,3,none,142.7130,307.6866
percussion,trap.mp3,amen_mono_24k.wav,1,5,2,3,none,159.8141,269.5258
percussion,trap.mp3,tabla.wav,1,5,2,3,none,184.2388,49.8236
percussion,trap.mp3,tribal.wav,1,5,2,3,none,84.9941,192.3397
percussion,tribal.wav,amen_mono_24k.wav,1,5,2,3,none,194.6535,364.6940
percussion,tribal.wav,tabla.wav,1,5,2,3,none,187.7881,53.8790
percussion,tribal.wav,trap.mp3,1,5,2,3,none,86.7254,482.2755
percussion,amen_mono_24k.wav,tabla.wav,1,5,2,3,augmented,195.8985,55.0038
percussion,amen_mono_24k.wav,trap.mp3,1,5,2,3,augmented,72.5633,373.6505
percussion,amen_mono_24k.wav,tribal.wav,1,5,2,3,augmented,75.1534,185.8074
percussion,tabla.wav,amen_mono_24k.wav,1,5,2,3,augmented,231.6670,482.0701
percussion,tabla.wav,trap.mp3,1,5,2,3,augmented,149.0358,641.0712
percussion,tabla.wav,tribal.wav,1,5,2,3,augmented,158.4265,309.1978
percussion,trap.mp3,amen_mono_24k.wav,1,5,2,3,augmented,169.6877,283.5310
percussion,trap.mp3,tabla.wav,1,5,2,3,augmented,190.4805,49.1046
percussion,trap.mp3,tribal.wav,1,5,2,3,augmented,93.3803,196.2328
percussion,tribal.wav,amen_mono_24k.wav,1,5,2,3,augmented,193.7560,339.0296
percussion,tribal.wav,tabla.wav,1,5,2,3,augmented,191.5205,55.8043
percussion,tribal.wav,trap.mp3,1,5,2,3,augmented,79.6218,447.1928
percussion,amen_mono_24k.wav,tabla.wav,1,5,3,1,none,200.1169,70.7884
percussion,amen_mono_24k.wav,trap.mp3,1,5,3,1,none,66.2965,445.5425
percussion,amen_mono_24k.wav,tribal.wav,1,5,3,1,none,96.3141,231.4071
percussion,tabla.wav,amen_mono_24k.wav,1,5,3,1,none,231.3971,481.8656
percussion,tabla.wav,trap.mp3,1,5,3,1,none,125.1710,661.6792
percussion,tabla.wav,tribal.wav,1,5,3,1,none,145.4586,321.1870
percussion,trap.mp3,amen_mono_24k.wav,1,5,3,1,none,189.3979,338.5859
percussion,trap.mp3,tabla.wav,1,5,3,1,none,199.6809,69.5931
percussion,trap.mp3,tribal.wav,1,5,3,1,none,118.9929,255.1484
percussion,tribal.wav,amen_mono_24k.wav,1,5,3,1,none,216.6689,410.6057
percussion,tribal.wav,tabla.wav,1,5,3,1,none,197.9328,70.2117
percussion,tribal.wav,trap.mp3,1,5,3,1,none,91.9140,552.5469
percussion,amen_mono_24k.wav,tabla.wav,1,5,3,1,augmented,203.0227,71.0361
percussion,amen_mono_24k.wav,trap.mp3,1,5,3,1,augmented,66.4345,433.2303
percussion,amen_mono_24k.wav,tribal.wav,1,5,3,1,augmented,102.2684,239.2108
percussion,tabla.wav,amen_mono_24k.wav,1,5,3,1,augmented,247.1161,524.9012
percussion,tabla.wav,trap.mp3,1,5,3,1,augmented,119.3588,621.1655
percussion,tabla.wav,tribal.wav,1,5,3,1,augmented,145.8990,312.3460
percussion,trap.mp3,amen_mono_24k.wav,1,5,3,1,augmented,204.3333,363.0936
percussion,trap.mp3,tabla.wav,1,5,3,1,augmented,203.3616,68.5985
percussion,trap.mp3,tribal.wav,1,5,3,1,augmented,118.4424,251.0328
percussion,tribal.wav,amen_mono_24k.wav,1,5,3,1,augmented,218.8988,397.6300
percussion,tribal.wav,tabla.wav,1,5,3,1,augmented,200.0252,70.6482
percussion,tribal.wav,trap.mp3,1,5,3,1,augmented,88.0123,508.7429
percussion,amen_mono_24k.wav,tabla.wav,1,5,3,2,none,200.3030,72.9489
percussion,amen_mono_24k.wav,trap.mp3,1,5,3,2,none,72.8711,437.5407
percussion,amen_mono_24k.wav,tribal.wav,1,5,3,2,none,96.4116,238.8416
percussion,tabla.wav,amen_mono_24k.wav,1,5,3,2,none,226.8266,476.6787
percussion,tabla.wav,trap.mp3,1,5,3,2,none,125.4842,661.1249
percussion,tabla.wav,tribal.wav,1,5,3,2,none,145.0598,314.9785
percussion,trap.mp3,amen_mono_24k.wav,1,5,3,2,none,189.9673,345.6068
percussion,trap.mp3,tabla.wav,1,5,3,2,none,199.5671,70.6552
percussion,trap.mp3,tribal.wav,1,5,3,2,none,118.2142,256.3963
percussion,tribal.wav,amen_mono_24k.wav,1,5,3,2,none,217.3230,420.5762
percussion,tribal.wav,tabla.wav,1,5,3,2,none,198.3157,72.4231
percussion,tribal.wav,trap.mp3,1,5,3,2,none,92.9479,548.4414
percussion,amen_mono_24k.wav,tabla.wav,1,5,3,2,augmented,201.6499,73.9282
percussion,amen_mono_24k.wav,trap.mp3,1,5,3,2,augmented,74.9996,457.2913
percussion,amen_mono_24k.wav,tribal.wav,1,5,3,2,augmented,105.3582,238.4827
percussion,tabla.wav,amen_mono_24k.wav,1,5,3,2,augmented,247.6413,525.7570
percussion,tabla.wav,trap.mp3,1,5,3,2,augmented,120.1553,626.8143
percussion,tabla.wav,tribal.wav,1,5,3,2,augmented,147.1634,315.0172
percussion,trap.mp3,amen_mono_24k.wav,1,5,3,2,augmented,202.7903,359.8788
percussion,trap.mp3,tabla.wav,1,5,3,2,augmented,202.0766,68.8318
percussion,trap.mp3,tribal.wav,1,5,3,2,augmented,118.3448,252.7754
percussion,tribal.wav,amen_mono_24k.wav,1,5,3,2,augmented,218.9167,402.8741
percussion,tribal.wav,tabla.wav,1,5,3,2,augmented,198.8702,72.4156
percussion,tribal.wav,trap.mp3,1,5,3,2,augmented,89.2243,505.9194
percussion,amen_mono_24k.wav,tabla.wav,1,5,3,3,none,203.1011,74.0187
percussion,amen_mono_24k.wav,trap.mp3,1,5,3,3,none,74.4879,456.0614
